Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2025-02-17 12:53:13+00:00),Img Match,H.Text
RMS Voltage L-L L-N Min Max,,,,,,
AB,189.7V (PASS),[] (PASS),[] (PASS),2025-02-17 12:53:18 (PASS),,
BC,189.5V (PASS),,,2025-02-17 12:53:15 (PASS),,
CA,189.6V (PASS),,,2025-02-17 12:53:17 (PASS),,
Average,189.6V (PASS),,,2025-02-17 12:53:15 (PASS),,
