Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (2024-10-16 08:26:53+00:00),Img Match,H.Text
RMS Voltage L-L L-N Min Max,,,,,,
AB,0.0V (PASS),[] (PASS),[] (PASS),2024-10-16 08:26:55 (PASS),,
BC,0.0V (PASS),,,2024-10-16 08:26:55 (PASS),,
CA,0.0V (PASS),,,2024-10-16 08:26:55 (PASS),,
Average,0.0V (PASS),,,2024-10-16 08:26:55 (PASS),,
