Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (2024-09-20 14:46:11.988181),Img Match,H.Text
Voltage Unbalance Max,,,,,,
NEMA,LL (FAIL),[] (PASS),[] (PASS),,,
NEMA,LN (FAIL),,,,,
Negative- Sequence,U2 (FAIL),,,,,
Zero- Sequence,U0 (FAIL),,,,,
,0.0% (PASS),,,,,
,0.2% (PASS),,,,,
,0.4% (PASS),,,,,
,0.5% (PASS),,,,,
