Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (2024-09-20 14:49:28.664986),Img Match,H.Text
Max Current Unbalance,,,,,,
NEMA,empty = empty (PASS by text),[] (PASS),[] (PASS),2024-09-20 14:52:22 (PASS),,
Negative- Sequence,U2 = U2 (PASS by text),,,2024-09-20 14:52:11 (PASS),,
Zero- Sequence,U0 = U0 (PASS by text),,,2024-09-20 14:52:26 (PASS),,
,0.3% (PASS),,,,,
,0.4% (PASS),,,,,
,0.5% (PASS),,,,,
