Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (2024-09-20 14:46:11.988181),Img Match,H.Text
L-L L-N Max Volt. Symm. Component,,,,,,
Positive- Sequence,,[] (PASS),[] (PASS),,,
Negative- Sequence,,,,,,
Zero- Sequence,,,,,,
,,,,,,
,,,,,,
,,,,,,
