Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2024-11-26 17:47:34+00:00),Img Match,H.Text
L-L L-N Max Volt. Symm. Component,,,,,,
Positive- Sequence,,[] (PASS),[] (PASS),2024-11-26 17:47:36 (PASS),,
Negative- Sequence,,,,2024-11-26 17:47:36 (PASS),,
Zero- Sequence,,,,,,
,,,,,,
,,,,,,
