Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (None),Img Match
Phasor Voltage Current,,,,,
VLL VLN,190.2 v,[] (PASS),[] (PASS),,"[0.9590672254562378, 1.0, 1.0]"
Voltage,189.9 v,,,,
AB BC CA,189.0 v,,,,
Current,2.479 A,,,,
A B C,2.491 A,,,,
,2.488 A,,,,
,29.9,,,,
,-90.4,,,,
,149.8,,,,
,-30.2,,,,
,-150.1,,,,
