Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (None),Img Match
Phasor Voltage Current,,,,,
VLL VLN,109.4 v,[] (PASS),[] (PASS),,"[0.9625339508056641, 1.0, 1.0]"
Voltage,109.6 v,,,,
A B C,109.5 v,,,,
Current,2.479 A,,,,
A B C,2.494 A,,,,
,2.488 A,,,,
,0.0,,,,
,-120.3,,,,
,119.1,,,,
,-30.4,,,,
,-150.1,,,,
