Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (2024-09-04 16:47:23.122846),Img Match
Max Voltage Unbalance,,,,,
NEMA,LL,[] (PASS),[] (PASS),2024-09-04 16:48:56 (PASS),
NEMA,LN,,,2024-09-04 16:49:11 (PASS),
Negative- Sequence,U2,,,2024-09-04 16:49:00 (PASS),
Zero- Sequence,U0,,,2024-09-04 16:48:44 (PASS),
,0.2 %,,,,
,0.5 %,,,,
,1.0 %,,,,
