Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (None),Img Match
Phasor  Voltage Current,,,,,
VLL VLN,109.6 v,[] (PASS),[] (PASS),,"[0.9629152417182922, 1.0, 1.0]"
Voltage,109.6 v,,,,
A B C,109.2 v,,,,
Current,2.477 A,,,,
A B C,2.493 A,,,,
,2.488 A,,,,
,-0.0,,,,
,-120.6,,,,
,119.1,,,,
,-30.5,,,,
,-150.2,,,,
