Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (2024-09-04 16:47:23.122846),Img Match
Max Curr. Symm. Component,,,,,
Positive- Sequence,11,[] (PASS),[] (PASS),,
Negative- Sequence,12,,,,
Zero- Sequence,10,,,,
,2.487 A,,,,
,0.004 A,,,,
