Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (2024-09-06 16:11:34.436946),Img Match
Max Curr. Symm. Component,,,,,
Positive- Sequence,11,[] (PASS),[] (PASS),,
Negative- Sequence,12,,,,
Zero- Sequence,10,,,,
,2.485 A,,,,
,0.004 A,,,,
