Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (2024-09-06 16:12:30.009569),Img Match
Max Curr. Symm. Component,,,,,
Positive- Sequence,11,[] (PASS),[] (PASS),2024-09-06 16:14:06 (PASS),
Negative- Sequence,12,,,2024-09-06 16:14:16 (PASS),
Zero- Sequence,10,,,2024-09-06 16:14:08 (PASS),
,2.491 A,,,,
,0.009 A,,,,
