Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2025-02-06 15:04:55+00:00),Img Match,H.Text
L-L L-N Min Max Fund. Volt.,,,,,,
AB,189.5V (PASS),[] (PASS),[] (PASS),2025-02-06 15:05:00 (PASS),,
BC,189.4V (PASS),,,2025-02-06 15:04:59 (PASS),,
CA,189.4V (PASS),,,2025-02-06 15:04:57 (PASS),,
Average,189.5V (PASS),,,2025-02-06 15:04:57 (PASS),,
