Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2024-11-26 14:13:45+00:00),Img Match,H.Text
Voltage Unbalance Max,,,,,,
NEMA,NEMA LL = LL (PASS by text),[] (PASS),[] (PASS),,,
NEMA,NEMA LN = LN (PASS by text),,,,,
Negative- Sequence,U2 = U2 (PASS by text),,,,,
Zero- Sequence,0.0 % (FAIL),,,,,
,0.0% (PASS),,,,,
,0.0% (PASS),,,,,
,0.0% (PASS),,,,,
