Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2024-11-26 14:13:45+00:00),Img Match,H.Text
L-L L-N Max Volt. Symm. Component,,,,,,
Positive- Sequence,,[] (PASS),[] (PASS),2024-11-26 14:13:47 (PASS),,
Negative- Sequence,,,,2024-11-26 14:13:47 (PASS),,
Zero- Sequence,,,,,,
,,,,,,
,,,,,,
