Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2024-11-27 13:55:29+00:00),Img Match,H.Text
Max Crest Factor,,,,,,
A,0.0 (PASS),[] (PASS),[] (PASS),,,
B,0.0 (PASS),,,,,
C,0.0 (PASS),,,,,
