Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2024-11-27 13:55:29+00:00),Img Match,H.Text
Max Total Demand Distortion,,,,,,
A,0.0% (PASS),[] (PASS),[] (PASS),2024-11-27 13:55:30 (PASS),,
B,0.0% (PASS),,,2024-11-27 13:55:30 (PASS),,
C,0.0% (PASS),,,2024-11-27 13:55:30 (PASS),,
