Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2024-11-27 13:35:19+00:00),Img Match,H.Text
L-L L-N Min Max Fund. Volt.,,,,,,
AB,0.0V (PASS),[] (PASS),[] (PASS),2024-11-27 13:35:21 (PASS),,
BC,0.0V (PASS),,,2024-11-27 13:35:21 (PASS),,
CA,0.0V (PASS),,,2024-11-27 13:35:21 (PASS),,
Average,0.0V (PASS),,,2024-11-27 13:35:21 (PASS),,
