Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (2024-09-20 15:00:13.334411),Img Match,H.Text
Voltage Unbalance Max,,,,,,
NEMA,NEMA LL = LL (PASS by text),[] (PASS),[] (PASS),2024-09-20 15:03:15 (PASS),,
NEMA,NEMA LN = LN (PASS by text),,,2024-09-20 15:02:49 (PASS),,
Negative- Sequence,U2 = U2 (PASS by text),,,2024-09-20 15:03:01 (PASS),,
Zero- Sequence,U0 = U0 (PASS by text),,,2024-09-20 15:03:09 (PASS),,
,0.2% (PASS),,,,,
,0.4% (PASS),,,,,
,0.9% (PASS),,,,,
,0.9% (PASS),,,,,
