Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (2024-09-20 15:01:51.140329),Img Match,H.Text
Max Current Unbalance,,,,,,
NEMA,empty = empty (PASS by text),[] (PASS),[] (PASS),2024-09-20 15:04:42 (PASS),,
Negative- Sequence,U2 = U2 (PASS by text),,,2024-09-20 15:04:30 (PASS),,
Zero- Sequence,U0 = U0 (PASS by text),,,2024-09-20 15:04:52 (PASS),,
,0.3% (PASS),,,,,
,0.4% (PASS),,,,,
,0.4% (PASS),,,,,
