Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (2024-10-22 14:25:25+00:00),Img Match,H.Text
Max Current Unbalance,,,,,,
NEMA,empty = empty (PASS by text),[] (PASS),[] (PASS),2024-10-22 14:25:27 (PASS),,
Negative- Sequence,U2 = U2 (PASS by text),,,2024-10-22 14:25:27 (PASS),,
Zero- Sequence,U0 = U0 (PASS by text),,,2024-10-22 14:25:27 (PASS),,
,0.0% (PASS),,,,,
,0.0% (PASS),,,,,
,0.0% (PASS),,,,,
