Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (2024-09-26 08:19:27.262098),Img Match,H.Text
Fund. Volt. L-L L-N Min Max,,,,,,
A,110.1V (PASS),[] (PASS),[] (PASS),2024-09-26 08:24:09 (PASS),,
B,109.7V (PASS),,,2024-09-26 08:22:51 (PASS),,
c,110.0V (PASS),,,2024-09-26 08:22:56 (PASS),,
Average,109.8V (PASS),,,2024-09-26 08:22:38 (PASS),,
