Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (2024-09-26 08:19:27.262098),Img Match,H.Text
Fund. Volt. L-L L-N Min Max,,,,,,
AB,190.3V (PASS),[] (PASS),[] (PASS),2024-09-26 08:22:59 (PASS),,
BC,190.1V (PASS),,,2024-09-26 08:23:02 (PASS),,
CA,190.2V (PASS),,,2024-09-26 08:23:15 (PASS),,
Average,190.1V (PASS),,,2024-09-26 08:22:38 (PASS),,
