Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (2024-09-26 08:17:17.043929),Img Match,H.Text
RMS Voltage L-L L-N Min Max,,,,,,
AB,190.3V (PASS),[] (PASS),[] (PASS),2024-09-26 08:20:58 (PASS),,
BC,190.2V (PASS),,,2024-09-26 08:20:47 (PASS),,
CA,190.3V (PASS),,,2024-09-26 08:21:13 (PASS),,
Average,190.1V (PASS),,,2024-09-26 08:20:47 (PASS),,
