Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (2024-09-26 08:19:27.262098),Img Match,H.Text
Fund. Volt. L-L L-N Min Max,,,,,,
A,109.4V (PASS),[] (PASS),[] (PASS),2024-09-26 08:24:01 (PASS),,
B,109.0V (PASS),,,2024-09-26 08:23:33 (PASS),,
c,109.2V (PASS),,,2024-09-26 08:23:42 (PASS),,
Average,109.3V (PASS),,,2024-09-26 08:23:59 (PASS),,
