Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (2024-09-26 08:19:27.262098),Img Match,H.Text
Fund. Volt. L-L L-N Min Max,,,,,,
AB,189.4V (PASS),[] (PASS),[] (PASS),2024-09-26 08:22:42 (PASS),,
BC,189.3V (PASS),,,2024-09-26 08:22:58 (PASS),,
CA,189.3V (PASS),,,2024-09-26 08:22:36 (PASS),,
Average,189.5V (PASS),,,2024-09-26 08:22:39 (PASS),,
