Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (2024-09-26 08:17:17.043929),Img Match,H.Text
RMS Voltage L-L L-N Min Max,,,,,,
A,110.2V (PASS),[] (PASS),[] (PASS),2024-09-26 08:21:39 (PASS),,
B,109.9V (PASS),,,2024-09-26 08:20:23 (PASS),,
c,110.1V (PASS),,,2024-09-26 08:22:04 (PASS),,
Average,109.8V (PASS),,,2024-09-26 08:20:47 (PASS),,
