Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (None),Img Match,H.Text
Phasor,109.6V (PASS),,,,,
Voltage Current,109.6V (PASS),[] (PASS),[] (PASS),,"[0.9928389191627502, 1.0, 1.0]",
VLL VLN,109.6V (PASS),,,,,
Voltage,2.475A (PASS),,,,,
A B C,2.498A (PASS),,,,,
Current,2.501A (PASS),,,,,
A B C,0.0 (PASS),,,,,
,-120.1 (PASS),,,,,
,120.1 (PASS),,,,,
,-29.9 (PASS),,,,,
,-150.4 (PASS),,,,,
,89.9 (PASS),,,,,
,0.9928389191627502 (PASS),,,,,
