Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2025-01-17 16:03:08+00:00),Img Match,H.Text
RMS Voltage L-L L-N Min Max,,,,,,
AB,190.3V (PASS),[] (PASS),[] (PASS),2025-01-17 16:03:14 (PASS),,
BC,190.2V (PASS),,,2025-01-17 16:03:53 (PASS),,
CA,190.3V (PASS),,,2025-01-17 16:03:33 (PASS),,
Average,190.2V (PASS),,,2025-01-17 16:03:34 (PASS),,
