Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2025-01-17 16:03:08+00:00),Img Match,H.Text
RMS Voltage L-L L-N Min Max,,,,,,
AB,189.7V (PASS),[] (PASS),[] (PASS),2025-01-17 16:03:13 (PASS),,
BC,189.6V (PASS),,,2025-01-17 16:03:14 (PASS),,
CA,189.5V (PASS),,,2025-01-17 16:03:12 (PASS),,
Average,189.7V (PASS),,,2025-01-17 16:03:10 (PASS),,
