Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2025-02-20 17:45:00+00:00),Img Match,H.Text
RMS Voltage L-L L-N Min Max,,,,,,
A,109.9V (PASS),[] (PASS),[] (PASS),,,
B,109.4V (PASS),,,,,
C,109.7V (PASS),,,,,
Average,109.6V (PASS),,,,,
