Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2025-02-20 17:48:08+00:00),Img Match,H.Text
RMS Voltage L-L L-N Min Max,,,,,,
A,110.1V (PASS),[] (PASS),[] (PASS),2025-02-20 17:48:36 (PASS),,
B,109.7V (PASS),,,2025-02-20 17:48:37 (PASS),,
C,110.0V (PASS),,,2025-02-20 17:48:36 (PASS),,
Average,109.8V (PASS),,,2025-02-20 17:48:16 (PASS),,
