Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2025-02-20 17:48:08+00:00),Img Match,H.Text
L-L L-N Min Max RMS Voltage,,,,,,
A,109.6V (PASS),[] (PASS),[] (PASS),2025-02-20 17:48:12 (PASS),,
B,109.0V (PASS),,,2025-02-20 17:48:10 (PASS),,
C,109.5V (PASS),,,2025-02-20 17:48:11 (PASS),,
Average,109.5V (PASS),,,2025-02-20 17:48:11 (PASS),,
