Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2025-02-20 17:45:00+00:00),Img Match,H.Text
RMS Voltage L-L L-N Min Max,,,,,,
AB,190.3V (PASS),[] (PASS),[] (PASS),2025-02-20 17:45:14 (PASS),,
BC,190.2V (PASS),,,2025-02-20 17:45:42 (PASS),,
CA,190.3V (PASS),,,2025-02-20 17:45:52 (PASS),,
Average,190.1V (PASS),,,2025-02-20 17:45:13 (PASS),,
