Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (2024-10-29 14:49:50+00:00),Img Match,H.Text
Min Active Power Max,,,,,,
A,0.0% (PASS),[] (PASS),[] (PASS),2024-10-29 14:49:52 (PASS),,
B,0.0% (PASS),,,2024-10-29 14:49:52 (PASS),,
C,0.0% (PASS),,,2024-10-29 14:49:52 (PASS),,
Total,0.0% (PASS),,,2024-10-29 14:49:52 (PASS),,
,0.0kW (PASS),,,,,
,0.0kW (PASS),,,,,
,0.0kW (PASS),,,,,
,0.0kW (PASS),,,,,
