Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2025-02-19 11:03:27+00:00),Img Match,H.Text
RMS Voltage L-L L-N Min Max,,,,,,
A,0.0V (PASS),[] (PASS),[] (PASS),,,
B,0.0V (PASS),,,,,
C,0.0V (PASS),,,,,
Average,0.0V (PASS),,,,,
