Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2025-02-19 10:47:26+00:00),Img Match,H.Text
L-L L-N Min Max RMS Voltage,,,,,,
A,109.6V (PASS),[] (PASS),[] (PASS),2025-02-19 10:47:30 (PASS),,
B,109.2V (PASS),,,2025-02-19 10:47:29 (PASS),,
C,109.5V (PASS),,,2025-02-19 10:47:31 (PASS),,
Average,109.5V (PASS),,,2025-02-19 10:47:30 (PASS),,
