Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2025-02-19 10:45:05+00:00),Img Match,H.Text
RMS Voltage L-L L-N Min Max,,,,,,
A,109.9V (PASS),[] (PASS),[] (PASS),,,
B,109.5V (PASS),,,,,
C,109.7V (PASS),,,,,
Average,109.6V (PASS),,,,,
