Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2025-02-19 10:45:05+00:00),Img Match,H.Text
RMS Voltage L-L L-N Min Max,,,,,,
AB,190.3V (PASS),[] (PASS),[] (PASS),2025-02-19 10:45:43 (PASS),,
BC,190.2V (PASS),,,2025-02-19 10:45:43 (PASS),,
CA,190.2V (PASS),,,2025-02-19 10:45:08 (PASS),,
Average,190.1V (PASS),,,2025-02-19 10:45:43 (PASS),,
