Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (None),Img Match,H.Text
C(SC Vax,,,,,,
0S(iE S ((Ce,,"['C(SC', 'Vax', '0S(iE', 'S', '((Ce', 'legaile', 'SC', '((C', 'S(((el)C'] (FAIL)","['Curr.', 'Symm.', 'Component', 'Max', 'Positive-', 'Sequence', 'Sequence', 'Sequence', 'Negative-', 'Zero-'] (FAIL)",,,
legaile SC ((C,,,,,,
S(((el)C,,,,,,
,,,,,,
,,,,,,
,,,,,,
