Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (2024-11-08 09:57:13+00:00),Img Match,H.Text
Min Active Power Max,,,,,,
A,0.0% (PASS),[] (PASS),[] (PASS),2024-11-08 09:57:15 (PASS),,
B,0.0% (PASS),,,2024-11-08 09:57:15 (PASS),,
C,0.0% (PASS),,,2024-11-08 09:57:15 (PASS),,
Total,0.0% (PASS),,,2024-11-08 09:57:15 (PASS),,
,0.0kW (PASS),,,,,
,0.0kW (PASS),,,,,
,0.0kW (PASS),,,,,
,0.0kW (PASS),,,,,
