Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2025-03-10 16:55:47+00:00),Img Match,H.Text
RMS Voltage L-L L-N Min Max,,,,,,
AB,189.7V (PASS),[] (PASS),[] (PASS),2025-03-10 16:55:49 (PASS),,
BC,189.5V (PASS),,,2025-03-10 16:55:51 (PASS),,
CA,189.6V (PASS),,,2025-03-10 16:55:52 (PASS),,
Average,189.7V (PASS),,,2025-03-10 16:55:50 (PASS),,
