Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2025-02-20 13:05:35+00:00),Img Match,H.Text
L-L L-N Min Max Fund. Volt.,,,,,,
AB,189.9V (PASS),[] (PASS),[] (PASS),,,
BC,189.8V (PASS),,,,,
CA,189.7V (PASS),,,,,
Average,189.8V (PASS),,,,,
