Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2025-02-20 13:11:56+00:00),Img Match,H.Text
Fund. Volt. L-L L-N Min Max,,,,,,
A,110.0V (PASS),[] (PASS),[] (PASS),2025-02-20 13:12:35 (PASS),,
B,109.7V (PASS),,,2025-02-20 13:12:39 (PASS),,
C,110.0V (PASS),,,2025-02-20 13:12:32 (PASS),,
Average,109.7V (PASS),,,2025-02-20 13:13:01 (PASS),,
