Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2025-02-20 13:02:20+00:00),Img Match,H.Text
RMS Voltage L-L L-N Min Max,,,,,,
AB,190.2V (PASS),[] (PASS),[] (PASS),2025-02-20 13:02:35 (PASS),,
BC,190.2V (PASS),,,2025-02-20 13:02:59 (PASS),,
CA,190.2V (PASS),,,2025-02-20 13:02:45 (PASS),,
Average,190.1V (PASS),,,2025-02-20 13:03:25 (PASS),,
