Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2025-02-20 13:11:56+00:00),Img Match,H.Text
L-L L-N Min Max Fund. Volt.,,,,,,
A,109.5V (PASS),[] (PASS),[] (PASS),2025-02-20 13:12:02 (PASS),,
B,109.1V (PASS),,,2025-02-20 13:11:59 (PASS),,
C,109.3V (PASS),,,2025-02-20 13:11:59 (PASS),,
Average,109.4V (PASS),,,2025-02-20 13:11:59 (PASS),,
