Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2025-02-20 13:32:57+00:00),Img Match,H.Text
Max Total Harmonic Distortion,,,,,,
A,,[] (PASS),[] (PASS),2025-02-20 13:32:59 (PASS),,
B,,,,2025-02-20 13:32:59 (PASS),,
C,,,,2025-02-20 13:33:00 (PASS),,
