Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2025-02-20 13:28:50+00:00),Img Match,H.Text
Max Total Harmonic Distortion,,,,,,
A,,[] (PASS),[] (PASS),,,
B,,,,,,
C,,,,,,
