Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2025-02-20 13:08:57+00:00),Img Match,H.Text
L-L L-N Min Max Fund. Volt.,,,,,,
AB,189.5V (PASS),[] (PASS),[] (PASS),2025-02-20 13:09:01 (PASS),,
BC,189.4V (PASS),,,2025-02-20 13:09:02 (PASS),,
CA,189.6V (PASS),,,2025-02-20 13:09:01 (PASS),,
Average,189.6V (PASS),,,2025-02-20 13:09:01 (PASS),,
