Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2025-02-20 13:05:35+00:00),Img Match,H.Text
RMS Voltage L-L L-N Min Max,,,,,,
A,110.1V (PASS),[] (PASS),[] (PASS),2025-02-20 13:06:16 (PASS),,
B,109.7V (PASS),,,2025-02-20 13:06:00 (PASS),,
C,110.1V (PASS),,,2025-02-20 13:06:44 (PASS),,
Average,109.8V (PASS),,,2025-02-20 13:05:40 (PASS),,
