Main View,OCR-Right,Right-OCR,Time Stemp (None),Img Match,H.Text
Phasor Voltage  Current,,,,,
VLL VLN,[] (PASS),[] (PASS),,"[0.9997204542160034, 1.0, 1.0]",
Voltage,,,,,
A B C,,,,,
Current,,,,,
A B C,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
