Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (2024-10-11 17:24:38.247338),Img Match,H.Text
L-L L-N RMS Voltage Min Max,,,,,,
AB,0.0V (PASS),[] (PASS),[] (PASS),2024-10-11 17:28:52 (PASS),,
BC,0.0V (PASS),,,2024-10-11 17:28:52 (PASS),,
CA,0.0V (PASS),,,2024-10-11 17:28:52 (PASS),,
Average,0.0V (PASS),,,2024-10-11 17:28:52 (PASS),,
