Main View,OCR-Right,Right-OCR,Time Stemp (None),Img Match,H.Text
Phasor V Voltage Current,,,,,
VLL VLN,"['V', 'C'] (FAIL)",[] (PASS),,"[0.9628924131393433, 1.0, 1.0]",
Voltage,,,,,
A B C,,,,,
Current,,,,,
A B c,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
