Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (2024-11-20 10:01:47+00:00),Img Match,H.Text
Crest Factor Max,,,,,,
A,0.0 (PASS),[] (PASS),[] (PASS),2024-11-20 10:01:49 (PASS),,
B,0.0 (PASS),,,2024-11-20 10:01:49 (PASS),,
C,0.0 (PASS),,,2024-11-20 10:01:49 (PASS),,
