Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (2024-10-21 16:38:18+00:00),Img Match,H.Text
RMS Voltage L-L L-N Min Max,,,,,,
A,0.0V (PASS),[] (PASS),[] (PASS),2024-10-21 16:38:20 (PASS),,
B,0.0V (PASS),,,2024-10-21 16:38:20 (PASS),,
C,0.0V (PASS),,,2024-10-21 16:38:20 (PASS),,
Average,0.0V (PASS),,,2024-10-21 16:38:20 (PASS),,
