Main View,Measurement,OCR-Right,Right-OCR,Time Stamp (2024-12-03 17:28:09+00:00),Img Match,H.Text
Active Power Min Max,,,,,,
A,0.0% (PASS),[] (PASS),[] (PASS),2024-12-03 17:28:11 (PASS),,
B,0.0% (PASS),,,2024-12-03 17:28:11 (PASS),,
C,0.0% (PASS),,,2024-12-03 17:28:11 (PASS),,
Total,0.0% (PASS),,,2024-12-03 17:28:11 (PASS),,
,0.0kW (PASS),,,,,
,0.0kW (PASS),,,,,
,0.0kW (PASS),,,,,
,0.0kW (PASS),,,,,
