Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (2024-09-19 15:44:09.064007),Img Match,H.Text
RMS Voltage L-L L-N Min Max,,,,,,
A,109.4V (PASS),[] (PASS),[] (PASS),2024-09-19 15:48:16 (PASS),,
B,109.0V (PASS),,,2024-09-19 15:47:11 (PASS),,
c,109.3V (PASS),,,2024-09-19 15:47:46 (PASS),,
Average,109.4V (PASS),,,2024-09-19 15:47:30 (PASS),,
