Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (2024-09-19 15:46:37.333826),Img Match,H.Text
Fund. Volt. L-L L-N Min Max,,,,,,
AB,189.3V (PASS),[] (PASS),[] (PASS),2024-09-19 15:49:30 (PASS),,
BC,189.3V (PASS),,,2024-09-19 15:49:21 (PASS),,
CA,189.4V (PASS),,,2024-09-19 15:49:18 (PASS),,
Average,189.5V (PASS),,,2024-09-19 15:49:30 (PASS),,
