Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (2024-09-19 15:44:09.064007),Img Match,H.Text
RMS Voltage L-L L-N Min Max,,,,,,
AB,189.4V (PASS),[] (PASS),[] (PASS),2024-09-19 15:47:07 (PASS),,
BC,189.4V (PASS),,,2024-09-19 15:47:01 (PASS),,
CA,189.5V (PASS),,,2024-09-19 15:46:56 (PASS),,
Average,189.6V (PASS),,,2024-09-19 15:47:07 (PASS),,
