Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (2024-09-19 15:49:03.538936),Img Match,H.Text
L-L L-N Max Total Harmonic Distortion,,,,,,
A,,[] (PASS),[] (PASS),2024-09-19 15:52:44 (PASS),,
B,,,,2024-09-19 15:51:39 (PASS),,
c,,,,2024-09-19 15:52:15 (PASS),,
