Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (2024-09-19 15:49:03.538936),Img Match,H.Text
L-L L-N Max Total Harmonic Distortion,,,,,,
AB,2.9% (PASS),[] (PASS),[] (PASS),2024-09-19 15:52:03 (PASS),,
BC,2.9% (PASS),,,2024-09-19 15:52:02 (PASS),,
CA,2.9% (PASS),,,2024-09-19 15:52:10 (PASS),,
