Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (2024-09-19 15:46:37.333826),Img Match,H.Text
Fund. Volt. L-L L-N Min Max,,,,,,
AB,190.4V (PASS),[] (PASS),[] (PASS),2024-09-19 15:49:55 (PASS),,
BC,190.1V (PASS),,,2024-09-19 15:49:28 (PASS),,
CA,190.2V (PASS),,,2024-09-19 15:49:44 (PASS),,
Average,190.1V (PASS),,,2024-09-19 15:49:39 (PASS),,
