Main View,Measurement,OCR-Right,Right-OCR,Time Stemp (2024-09-19 15:46:37.333826),Img Match,H.Text
Fund. Volt. L-L L-N Min Max,,,,,,
A,109.3V (PASS),[] (PASS),[] (PASS),2024-09-19 15:50:11 (PASS),,
B,109.0V (PASS),,,2024-09-19 15:50:16 (PASS),,
c,109.2V (PASS),,,2024-09-19 15:49:57 (PASS),,
Average,109.4V (PASS),,,2024-09-19 15:49:57 (PASS),,
